"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"ADJRTF",26,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Frequency of interest rate change for first mortgage","HOUSEHOLD","Character","NA",,"1: More frequently than monthly||2: Monthly||3: Quarterly||4: Twice per year, every six months||5: Yearly||6: A longer period than yearly||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ADJRTF2",27,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Frequency of interest rate change for second mortgage","HOUSEHOLD","Character","NA",,"1: More frequently than monthly||2: Monthly||3: Quarterly||4: Twice per year, every six months||5: Yearly||6: A longer period than yearly||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ADJRTF3",28,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National, 2011 Metro","PUF","Frequency of interest rate change for third mortgage","HOUSEHOLD","Character","NA",,"1: More frequently than monthly||2: Monthly||3: Quarterly||4: Twice per year, every six months||5: Yearly||6: A longer period than yearly||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"AMMRT2",29,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2009 Metro","PUF","Amount borrowed for second mortgage","HOUSEHOLD","Numeric","JMMRT2",,"1 : 9999997: $1 to $9,999,997||9999998: $9,999,998 or more||D: Don't know||B: Not applicable",,,,,
"AMMRT3",30,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2009 Metro","PUF","Amount borrowed for third mortgage","HOUSEHOLD","Numeric","JMMRT3",,"1 : 9999997: $1 to $9,999,997||9999998: $9,999,998 or more||D: Don't know||B: Not applicable",,,,,
"AMRTZ",31,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National, 2004 Metro","PUF","Years needed to pay off first mortgage","HOUSEHOLD","Numeric","JAMRTZ",,"1 : 40: 1 to 40 years||D: Don't know||B: Not applicable",,,,,
"AMRTZ",31,"Mortgage Details",9,"Mortgage Origination",1,"2013 Metro","PUF","Years needed to pay off first mortgage","HOUSEHOLD","Numeric","JAMRTZ",,"0 : 40: 0 to 40 years||D: Don't know||R: Refused||B: Not applicable",,,,,
"AMRTZ2",32,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National, 2004 Metro","PUF","Years needed to pay off second mortgage","HOUSEHOLD","Numeric","JMRTZ2",,"1 : 40: 1 to 40 years||D: Don't know||B: Not applicable",,,,,
"AMRTZ2",32,"Mortgage Details",9,"Mortgage Origination",1,"2013 Metro","PUF","Years needed to pay off second mortgage","HOUSEHOLD","Numeric","JMRTZ2",,"0 : 40: 0 to 40 years||D: Don't know||R: Refused||B: Not applicable",,,,,
"AMRTZ3",33,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National","PUF","Years needed to pay off third mortgage","HOUSEHOLD","Numeric","JMRTZ3",,"1 : 40: 1 to 40 years||D: Don't know||B: Not applicable",,,,,
"AMRTZ3",33,"Mortgage Details",9,"Mortgage Origination",1,"2013 Metro","PUF","Years needed to pay off third mortgage","HOUSEHOLD","Numeric","JMRTZ3",,"0 : 40: 0 to 40 years||D: Don't know||R: Refused||B: Not applicable",,,,,
"ARM",34,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","First mortgage payment varies with interest rate","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ARM2",35,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Second mortgage payment varies with interest rate","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ARM3",36,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National, 2011 Metro","PUF","Third mortgage payment varies with interest rate","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"BALAMT",37,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 Metro","PUF","First mortgage final balloon payment","HOUSEHOLD","Numeric","NA",,"0 : 9999997: $0 to $9,999,997||9999998: $9,999,998 or more||D: Don't know||R: Refused||B: Not applicable",,,,,
"BALAMT2",38,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 Metro","PUF","Second mortgage final balloon payment","HOUSEHOLD","Numeric","NA",,"0 : 9999997: $0 to $9,999,997||9999998: $9,999,998 or more||D: Don't know||R: Refused||B: Not applicable",,,,,
"BANK",39,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Source of funds for first mortgage","HOUSEHOLD","Character","JBANK",,"1: Bank or organization||2: Individual||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"BANK2",40,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Source of funds for second mortgage","HOUSEHOLD","Character","JBANK2",,"1: Bank or organization||2: Individual||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"BANK3",41,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Source of funds for third mortgage","HOUSEHOLD","Character","JBANK3",,"1: Bank or organization||2: Individual||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"BLOON",42,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","First mortgage payment varies because last payment is largest","HOUSEHOLD","Character","JBLOON",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"BLOON2",43,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Second mortgage payment varies because last payment is largest","HOUSEHOLD","Character","JBLON2",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"BLOON3",44,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National, 2011 Metro","PUF","Third mortgage payment varies because last payment is largest","HOUSEHOLD","Character","JBLON3",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"CANVAR",45,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Term of first mortgage can vary","HOUSEHOLD","Character","JANVAR",,"1: Yes||2: No||B: Not applicable",,,,,
"CANVR2",46,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Term of second mortgage can vary","HOUSEHOLD","Character","JANVR2",,"1: Yes||2: No||B: Not applicable",,,,,
"CANVR3",47,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Term of third mortgage can vary","HOUSEHOLD","Character","JANVR3",,"1: Yes||2: No||B: Not applicable",,,,,
"DOC",48,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","First mortgage obtained without proof of income, assets, or debts","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"DOC2",49,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Second mortgage obtained without proof of income, assets, or debts","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"DOC3",50,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Third mortgage obtained without proof of income, assets, or debts","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"FIXED",51,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","First mortgage payment varies due to changes in taxes or insurance or decline in principal balance","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"FIXED2",52,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Second mortgage payment varies due to changes in taxes or insurance or decline in principal balance","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"FIXED3",53,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National, 2011 Metro","PUF","Third mortgage payment varies due to changes in taxes or insurance or decline in principal balance","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"INTF",54,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Current interest rate on first mortgage - fraction","HOUSEHOLD","Character","JINTF",,"0: No fraction||1: 1/8 percent||2: 1/4 percent||3: 3/8 percent||4: 1/2 percent||5: 5/8 percent||6: 3/4 percent||7: 7/8 percent||B: Not applicable",,,,,
"INTF2",55,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","Current interest rate on second mortgage - fraction","HOUSEHOLD","Character","JINTF2",,"0: No fraction||1: 1/8 percent||2: 1/4 percent||3: 3/8 percent||4: 1/2 percent||5: 5/8 percent||6: 3/4 percent||7: 7/8 percent||B: Not applicable",,,,,
"INTF3",56,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Current interest rate on third mortgage - fraction","HOUSEHOLD","Character","JINTF3",,"0: No fraction||1: 1/8 percent||2: 1/4 percent||3: 3/8 percent||4: 1/2 percent||5: 5/8 percent||6: 3/4 percent||7: 7/8 percent||B: Not applicable",,,,,
"INTR",57,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Current interest rate on first mortgage","HOUSEHOLD","Numeric","NA",,"1 : 20.875: 1 to 20.875 percent||B: Not applicable",,,,,
"INTR2",58,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Current interest rate on second mortgage","HOUSEHOLD","Numeric","NA",,"1 : 20.875: 1 to 20.875 percent||B: Not applicable",,,,,
"INTR3",59,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Current interest rate on third mortgage","HOUSEHOLD","Numeric","NA",,"1 : 20.875: 1 to 20.875 percent||B: Not applicable",,,,,
"INTW",60,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Current interest rate on first mortgage - whole number","HOUSEHOLD","Numeric","JINTW",,"1 : 20: 1 to 20 percent||B: Not applicable",,,,,
"INTW2",61,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Current interest rate on second mortgage - whole number","HOUSEHOLD","Numeric","JINTW2",,"1 : 20: 1 to 20 percent||B: Not applicable",,,,,
"INTW3",62,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Current interest rate on third mortgage - whole number","HOUSEHOLD","Numeric","JINTW3",,"1 : 20: 1 to 20 percent||B: Not applicable",,,,,
"LOONCL",63,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Percent of first mortgage to be paid in the final balloon payment - calculated","HOUSEHOLD","Character","NA",,"1: 1 to 25 percent||2: 26 to 50 percent||3: 51 to 75 percent||4: 76 to 100 percent||Blank: Not reported||B: Not applicable",,,,,
"LOONCL2",64,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Percent of second mortgage to be paid in the final balloon payment - calculated","HOUSEHOLD","Numeric","NA",,"1 : 100: 1 to 100 percent||. : Not reported||B: Not applicable",,,,,
"MATBUY",65,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Obtained first mortgage and unit in the same year","HOUSEHOLD","Character","JATBUY",,"1: Yes||2: No||B: Not applicable",,,,,
"MATBY2",66,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Obtained second mortgage and unit in the same year","HOUSEHOLD","Character","JATBY2",,"1: Yes||2: No||B: Not applicable",,,,,
"MATBY3",67,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Obtained third mortgage and unit in the same year","HOUSEHOLD","Character","JATBY3",,"1: Yes||2: No||B: Not applicable",,,,,
"MGRESA",68,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Shopped around before choosing lender for first mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MGRESA2",69,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Shopped around before choosing lender for second mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MGRESA3",70,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Shopped around before choosing lender for third mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNCLS",71,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose first mortgage because of low closing costs","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNCLS2",72,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose second mortgage because of low closing costs","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNCLS3",73,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose third mortgage because of low closing costs","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNDWN",74,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose first mortgage believing interest rates would go down","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNDWN2",75,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose second mortgage believing interest rates would go down","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNDWN3",76,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose third mortgage believing interest rates would go down","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNINT",77,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose first mortgage because of interest rate","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNINT2",78,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose second mortgage because of interest rate","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNINT3",79,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose third mortgage because of interest rate","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNOTH",80,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose first mortgage for other reason","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNOTH2",81,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose second mortgage for other reason","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNOTH3",82,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose third mortgage for other reason","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNPM",83,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose first mortgage because of payment amount","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNPM2",84,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose second mortgage because of payment amount","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MLNPM3",85,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Chose third mortgage because of payment amount","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MORTIN",86,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro","PUF","Federal Government guarantor of first mortgage","HOUSEHOLD","Character","NA",,"1: Federal Housing Administration||2: Veterans Administration||3: Rural Housing Service / Rural Development||4: None of these||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MORTN2",87,"Mortgage Details",9,"Mortgage Origination",1,"2013 National","PUF","Federal Government guarantor of second mortgage","HOUSEHOLD","Character","JORTN2",,"4: None of these||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MORTN2",87,"Mortgage Details",9,"Mortgage Origination",1,"2013 Metro, 2011 National, 2011 Metro","PUF","Federal Government guarantor of second mortgage","HOUSEHOLD","Character","JORTN2",,"1: Federal Housing Administration||4: None of these||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MORTN3",88,"Mortgage Details",9,"Mortgage Origination",1,"2013 National","PUF","Federal Government guarantor of third mortgage","HOUSEHOLD","Character","JORTN3",,"4: None of these||B: Not applicable",,,,,
"MORTN3",88,"Mortgage Details",9,"Mortgage Origination",1,"2013 Metro, 2011 Metro","PUF","Federal Government guarantor of third mortgage","HOUSEHOLD","Character","JORTN3",,"4: None of these||D: Don't know||B: Not applicable",,,,,
"MRTYP1",89,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","First mortgage is a regular or lump sum loan","HOUSEHOLD","Character","JRTYP1",,"1: Regular mortgage||2: Lump sum||B: Not applicable",,,,,
"MRTYP2",90,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Second mortgage is a regular or lump sum loan","HOUSEHOLD","Character","JRTYP2",,"1: Regular mortgage||2: Lump sum||B: Not applicable",,,,,
"MRTYP3",91,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Third mortgage is a regular or lump sum loan","HOUSEHOLD","Character","JRTYP3",,"1: Regular mortgage||2: Lump sum||B: Not applicable",,,,,
"NEWMOR",92,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","First mortgage new or assumed","HOUSEHOLD","Character","JEWMOR",,"1: New||2: Assumed||3: Wrap-around||B: Not applicable",,,,,
"NEWMR2",93,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Second mortgage new or assumed","HOUSEHOLD","Character","JEWMR2",,"1: New||2: Assumed||3: Wrap-around||B: Not applicable",,,,,
"NEWMR3",94,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Third mortgage new or assumed","HOUSEHOLD","Character","JEWMR3",,"1: New||2: Assumed||3: Wrap-around||B: Not applicable",,,,,
"ORINTF",95,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Original interest rate on first mortgage - fraction","HOUSEHOLD","Character","NA",,"0: No fraction||1: 1/8 percent||2: 1/4 percent||3: 3/8 percent||4: 1/2 percent||5: 5/8 percent||6: 3/4 percent||7: 7/8 percent||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ORINTF2",96,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Original interest rate on second mortgage - fraction","HOUSEHOLD","Character","NA",,"0: No fraction||1: 1/8 percent||2: 1/4 percent||3: 3/8 percent||4: 1/2 percent||5: 5/8 percent||6: 3/4 percent||7: 7/8 percent||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ORINTF3",97,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National, 2011 Metro","PUF","Original interest rate on third mortgage - fraction","HOUSEHOLD","Character","NA",,"0: No fraction||1: 1/8 percent||2: 1/4 percent||3: 3/8 percent||4: 1/2 percent||5: 5/8 percent||6: 3/4 percent||7: 7/8 percent||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"ORINTR",98,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Original interest rate on first mortgage","HOUSEHOLD","Numeric","NA",,"1 : 20.875: 1 to 20.875 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"ORINTR2",99,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Original interest rate on second mortgage","HOUSEHOLD","Numeric","NA",,"1 : 20.875: 1 to 20.875 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"ORINTR3",100,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National, 2011 Metro","PUF","Original interest rate on third mortgage","HOUSEHOLD","Numeric","NA",,"1 : 20.875: 1 to 20.875 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"ORINTW",101,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Original interest rate on first mortgage - whole number","HOUSEHOLD","Numeric","NA",,"1 : 20: 1 to 20 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"ORINTW2",102,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Original interest rate on second mortgage - whole number","HOUSEHOLD","Numeric","NA",,"1 : 20: 1 to 20 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"ORINTW3",103,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2011 National, 2011 Metro","PUF","Original interest rate on third mortgage - whole number","HOUSEHOLD","Numeric","NA",,"1 : 20: 1 to 20 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"PERUS1",104,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Percent of first mortgage used for home purchase","HOUSEHOLD","Numeric","NA",,"0 : 100: 0 to 100 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"PERUS2",105,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Percent of second mortgage used for home purchase","HOUSEHOLD","Numeric","NA",,"0 : 100: 0 to 100 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"PERUS3",106,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Percent of third mortgage used for home purchase","HOUSEHOLD","Numeric","NA",,"0 : 100: 0 to 100 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"SELL",107,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2005 National, 2004 Metro","PUF","Borrowed first mortgage from former owner","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"SELL2",108,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2005 National, 2004 Metro","PUF","Borrowed second mortgage from former owner","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
